Date,Close
1999-03-10,43.027034759521484
1999-03-11,43.23771667480469
1999-03-12,42.18440246582031
1999-03-15,43.39570999145508
1999-03-16,43.76435470581055
1999-03-17,43.44839096069336
1999-03-18,44.29103469848633
1999-03-19,43.15871810913086
1999-03-22,42.6320686340332
1999-03-23,41.13113021850586
1999-03-24,42.526729583740234
1999-03-25,44.080352783203125
1999-03-26,43.60637664794922
1999-03-29,45.18629837036133
1999-03-30,44.870323181152344
1999-03-31,44.21201705932617
1999-04-01,45.133636474609375
1999-04-05,46.7662467956543
1999-04-06,46.85840606689453
1999-04-07,46.37127685546875
1999-04-08,46.73990249633789
1999-04-09,47.02957534790039
1999-04-12,46.71358871459961
1999-04-13,46.08159255981445
1999-04-14,44.50165939331055
1999-04-15,45.1073112487793
1999-04-16,43.79069519042969
1999-04-19,41.73678207397461
1999-04-20,42.68473815917969
1999-04-21,44.79132080078125
1999-04-22,46.002620697021484
1999-04-23,46.60825729370117
1999-04-26,47.68128967285156
1999-04-27,46.95057678222656
1999-04-28,45.34429168701172
1999-04-29,44.97566604614258
1999-04-30,45.26530838012695
1999-05-03,45.02829360961914
1999-05-04,44.31732940673828
1999-05-05,45.66029739379883
1999-05-06,44.001338958740234
1999-05-07,44.63332748413086
1999-05-10,45.080989837646484
1999-05-11,45.79194259643555
1999-05-12,46.73990249633789
1999-05-13,45.870941162109375
1999-05-14,45.0019645690918
1999-05-17,45.81171417236328
1999-05-18,45.60762023925781
1999-05-19,46.239601135253906
1999-05-20,44.96906280517578
1999-05-21,44.554317474365234
1999-05-24,43.422035217285156
1999-05-25,42.000064849853516
1999-05-26,43.1718864440918
1999-05-27,43.13239288330078
1999-05-28,43.843353271484375
1999-06-01,42.86907196044922
1999-06-02,43.593196868896484
1999-06-03,42.97438430786133
1999-06-04,44.29103469848633
1999-06-07,45.212650299072266
1999-06-08,44.080352783203125
1999-06-09,44.817684173583984
1999-06-10,44.304176330566406
1999-06-11,43.63270950317383
1999-06-14,42.809814453125
1999-06-15,43.44839096069336
1999-06-16,45.680030822753906
1999-06-17,46.18692398071289
1999-06-18,46.3975944519043
1999-06-21,47.78662109375
